Participant,Age,NineEnd,EndDigit,Happy,Married,Children,Gender,LiveParents,Employed,Meaning
1559,48,0,8,2,3,2,1,2,7,4
1560,58,0,8,3,6,3,2,2,2,4
1562,60,0,0,2,1,2,1,2,4,3
1563,56,0,6,2,1,2,2,2,1,4
1564,46,0,6,2,1,3,1,2,1,3
1565,49,9,9,1,4,2,2,2,3,2
1568,47,0,7,2,1,2,2,2,1,3
1569,42,0,2,2,1,3,2,2,1,4
1571,27,0,7,2,6,0,1,2,1,4
1574,57,0,7,2,1,0,2,2,3,4
1575,61,0,1,2,1,2,2,2,4,3
1576,63,0,3,3,1,0,2,2,4,3
1579,59,9,9,2,1,0,2,2,4,2
1580,50,0,0,2,1,2,2,2,1,3
1584,52,0,2,2,6,3,2,2,1,2
1587,54,0,4,1,1,2,2,2,1,4
1588,36,0,6,1,1,6,2,2,8,3
1589,38,0,8,4,1,6,2,2,7,3
1590,31,0,1,3,6,0,1,1,7,2
1591,50,0,0,2,1,3,2,2,3,3
1593,47,0,7,4,3,3,1,2,8,4
1594,55,0,5,2,5,2,2,2,8,4
1596,60,0,0,3,1,2,1,2,7,2
1599,63,0,3,1,1,2,2,2,4,3
1603,53,0,3,3,3,3,1,2,1,4
1605,56,0,6,4,1,3,1,2,1,4
1606,49,9,9,2,1,2,1,2,1,4
1607,45,0,5,1,6,0,1,2,1,4
1609,42,0,2,2,3,1,2,2,1,4
1613,49,9,9,2,3,0,1,2,2,3
1616,44,0,4,1,1,2,1,2,1,3
1617,43,0,3,2,1,2,2,2,3,3
1618,54,0,4,3,1,2,1,2,1,3
1619,58,0,8,2,1,3,1,2,7,3
1620,43,0,3,2,1,2,2,2,1,3
1621,37,0,7,2,1,2,1,2,1,3
1622,49,9,9,2,1,0,2,2,1,1
1623,29,9,9,2,1,0,1,1,1,4
1624,57,0,7,2,1,2,1,2,4,3
1625,56,0,6,2,1,1,2,2,2,4
1630,50,0,0,2,1,2,2,2,3,4
1631,49,9,9,2,1,1,2,2,1,4
1632,55,0,5,2,1,2,2,2,1,3
1634,45,0,5,2,1,2,1,2,3,2
1635,43,0,3,2,1,1,1,2,1,3
1636,45,0,5,2,2,2,1,2,1,4
1638,51,0,1,2,1,1,2,2,1,4
1642,41,0,1,3,1,1,1,2,7,3
1643,40,0,0,3,6,0,1,2,1,3
1644,57,0,7,3,1,3,2,2,1,4
1646,28,0,8,2,4,0,2,2,7,4
1647,33,0,3,2,6,0,1,2,1,3
1648,63,0,3,2,5,1,2,2,4,4
1650,35,0,5,2,1,2,2,2,2,3
1651,48,0,8,2,1,1,1,2,3,3
1652,46,0,6,2,1,2,1,2,1,3
1654,40,0,0,1,2,0,1,2,7,3
1655,36,0,6,3,6,0,1,2,7,3
1656,30,0,0,2,2,2,2,2,5,4
1658,44,0,4,2,1,3,1,2,1,4
1659,32,0,2,1,2,3,2,2,5,4
1660,38,0,8,4,1,2,2,2,1,4
1662,36,0,6,1,1,2,2,2,5,3
1665,53,0,3,1,1,2,1,2,1,3
1666,50,0,0,2,1,2,2,2,1,4
1668,35,0,5,3,6,1,1,2,1,3
1669,54,0,4,2,1,1,1,2,1,3
1671,31,0,1,3,6,2,2,2,2,4
1674,56,0,6,3,1,2,2,2,7,3
1676,31,0,1,3,2,1,2,2,1,2
1677,60,0,0,1,1,2,2,2,4,3
1678,50,0,0,2,1,2,2,2,8,4
1680,62,0,2,2,1,3,2,2,4,2
1684,52,0,2,3,1,1,1,2,7,4
1687,60,0,0,1,1,3,2,2,4,4
1690,62,0,2,2,5,4,2,2,7,4
1691,39,9,9,2,1,1,1,2,1,3
1692,55,0,5,2,3,2,1,2,2,3
1693,30,0,0,1,6,1,1,2,1,3
1694,40,0,0,2,1,1,2,2,2,3
1696,51,0,1,2,1,1,2,2,2,2
1697,33,0,3,1,6,1,2,2,8,3
1699,64,0,4,2,1,1,1,2,4,4
1700,61,0,1,1,1,2,1,2,4,4
1701,47,0,7,3,1,4,2,2,7,4
1702,27,0,7,1,1,1,2,2,8,4
1703,50,0,0,2,1,1,2,2,7,4
1704,31,0,1,1,6,0,1,2,1,3
1705,63,0,3,2,5,2,1,2,4,4
1706,46,0,6,1,2,1,2,2,1,3
1708,36,0,6,3,1,3,2,2,7,4
1709,36,0,6,2,2,2,2,2,8,4
1710,29,9,9,3,3,2,2,2,5,4
1713,34,0,4,2,1,1,1,2,1,2
1714,57,0,7,3,1,1,2,2,7,4
1716,25,0,5,3,6,0,1,1,1,1
1717,62,0,2,2,1,1,2,2,8,3
1719,46,0,6,3,2,0,1,2,2,3
1721,63,0,3,1,1,1,1,2,4,2
1722,62,0,2,1,1,1,1,2,4,4
1723,47,0,7,2,1,1,1,2,1,3
1724,31,0,1,2,2,0,1,2,1,2
1725,30,0,0,2,2,0,2,2,1,3
1726,35,0,5,1,1,3,2,1,5,3
1728,58,0,8,2,1,2,1,1,7,3
1733,59,9,9,2,1,2,2,2,4,3
1734,42,0,2,2,1,1,2,2,3,2
1735,51,0,1,2,1,2,1,2,1,2
1737,55,0,5,3,1,1,2,2,7,3
1738,51,0,1,3,6,0,2,2,7,2
1744,32,0,2,2,1,1,2,2,1,2
1745,44,0,4,3,1,3,2,2,7,3
1748,57,0,7,2,1,2,1,2,1,3
1749,36,0,6,2,6,0,2,2,2,3
1750,34,0,4,1,2,3,2,2,7,4
1751,40,0,0,3,1,2,1,2,1,1
1752,62,0,2,2,1,2,1,2,7,3
1758,64,0,4,3,5,1,1,2,4,4
1759,57,0,7,1,1,3,2,2,5,2
1761,48,0,8,2,6,3,1,2,7,4
1762,29,9,9,1,1,4,2,2,6,4
1763,29,9,9,2,1,1,2,2,6,3
1764,48,0,8,3,6,1,1,2,7,4
1765,53,0,3,1,1,1,2,2,1,4
1766,40,0,0,1,1,2,2,2,5,3
1767,43,0,3,2,1,2,1,2,3,3
1768,42,0,2,2,3,2,1,2,3,3
1769,28,0,8,1,2,0,2,2,6,4
1771,27,0,7,2,6,1,1,1,1,4
1774,53,0,3,3,1,0,2,2,4,3
1776,59,9,9,2,1,2,1,2,7,3
1780,44,0,4,3,1,3,2,2,7,3
1782,46,0,6,2,1,3,2,2,1,2
1785,25,0,5,2,6,0,1,2,7,2
1787,63,0,3,2,3,1,2,2,4,4
1792,59,9,9,2,1,2,2,2,7,4
1793,42,0,2,2,3,1,1,2,3,1
1794,45,0,5,3,6,0,1,2,7,4
1796,26,0,6,1,2,0,2,2,2,4
1797,27,0,7,1,2,1,2,2,1,2
1799,54,0,4,2,1,2,1,2,7,4
1800,56,0,6,2,1,2,1,2,1,4
1801,26,0,6,2,2,0,2,2,2,4
1805,58,0,8,1,4,3,2,2,7,2
1806,55,0,5,2,1,1,1,2,7,4
1808,55,0,5,2,5,2,2,2,4,3
1809,25,0,5,1,2,0,1,2,1,3
1810,37,0,7,2,1,3,1,2,7,4
1811,44,0,4,1,2,2,1,2,4,3
1812,34,0,4,3,4,2,1,2,1,2
1816,25,0,5,2,6,0,2,2,1,3
1817,64,0,4,1,5,4,2,2,4,3
1820,30,0,0,2,2,1,2,2,2,3
1825,44,0,4,2,1,2,2,2,1,4
1826,48,0,8,3,3,3,1,2,7,4
1827,43,0,3,3,1,2,1,2,7,4
1828,59,9,9,2,6,0,1,2,7,4
1829,46,0,6,1,1,2,1,2,7,3
1830,59,9,9,2,1,0,2,2,2,3
1831,51,0,1,2,3,2,2,2,7,4
1832,45,0,5,4,6,2,1,2,2,4
1834,42,0,2,2,1,2,2,2,1,1
1836,37,0,7,3,1,3,2,2,7,4
1837,47,0,7,1,1,1,1,2,1,4
1839,38,0,8,3,2,1,1,2,7,3
1840,61,0,1,2,1,3,2,2,4,3
1841,29,9,9,2,6,0,1,2,3,1
1842,63,0,3,2,1,1,2,2,4,2
1843,28,0,8,1,1,2,1,2,1,4
1845,59,9,9,2,1,2,1,2,7,3
1849,31,0,1,1,1,0,2,2,1,1
1850,59,9,9,2,1,2,2,2,1,3
1851,53,0,3,3,5,2,2,2,2,3
1852,57,0,7,2,1,2,1,2,1,3
1854,64,0,4,3,5,2,2,2,4,4
1855,42,0,2,2,3,2,2,2,2,4
1856,34,0,4,1,2,2,2,2,2,3
1858,54,0,4,2,1,2,1,2,7,4
1860,35,0,5,4,3,4,2,2,7,3
1861,37,0,7,1,1,2,2,2,2,4
1862,48,0,8,4,3,7,2,2,7,4
1864,50,0,0,3,4,1,2,2,7,4
1868,46,0,6,2,1,1,1,2,1,2
1869,43,0,3,3,1,2,2,2,7,2
1870,63,0,3,2,1,5,1,2,1,2
1873,40,0,0,3,1,6,1,2,1,3
1874,36,0,6,2,4,2,2,2,2,3
1876,57,0,7,2,3,2,1,2,3,4
1877,57,0,7,2,6,0,2,2,1,3
1880,49,9,9,3,1,3,1,2,4,2
1881,35,0,5,2,1,2,1,2,1,3
1883,43,0,3,3,3,2,2,2,7,3
1885,52,0,2,2,1,2,2,2,1,3
1888,60,0,0,3,5,2,2,2,1,2
1889,59,9,9,3,3,2,2,2,4,2
1892,30,0,0,3,1,2,2,2,5,2
1893,60,0,0,3,5,2,2,2,4,3
1895,53,0,3,2,1,2,2,2,2,2
1896,38,0,8,3,1,1,2,2,1,1
1898,30,0,0,2,1,1,2,2,2,1
1899,63,0,3,3,1,4,2,2,4,1
1900,61,0,1,3,1,2,2,2,4,4
1901,60,0,0,2,1,2,2,2,3,2
1902,31,0,1,2,1,0,2,2,1,3
1903,55,0,5,2,1,1,2,2,1,2
1904,44,0,4,1,1,1,1,2,1,2
1906,43,0,3,2,2,2,2,2,1,2
1908,43,0,3,2,2,0,1,2,1,2
1911,35,0,5,1,3,1,2,2,5,4
1912,52,0,2,3,4,2,2,2,2,4
1914,47,0,7,3,5,2,2,2,1,3
1915,46,0,6,1,3,2,1,2,3,4
1916,52,0,2,2,1,1,2,2,7,3
1917,52,0,2,2,4,2,1,2,1,3
1919,43,0,3,1,2,1,1,2,7,4
1920,42,0,2,1,1,2,2,2,2,3
1922,25,0,5,2,6,0,1,1,6,2
1925,62,0,2,2,1,3,2,2,4,2
1927,43,0,3,2,3,2,2,2,7,4
1933,63,0,3,2,1,2,1,2,8,2
1934,62,0,2,3,6,1,2,2,7,3
1936,39,9,9,1,6,0,1,1,1,1
1938,49,9,9,4,6,2,1,2,3,4
1939,49,9,9,3,4,2,2,2,2,4
1940,62,0,2,2,1,4,2,2,3,4
1941,43,0,3,2,3,2,2,2,1,4
1942,46,0,6,3,1,3,1,2,1,2
1945,52,0,2,3,5,3,2,2,7,4
1948,63,0,3,3,5,0,2,2,4,4
1949,52,0,2,2,5,1,2,2,7,4
1950,43,0,3,2,6,0,2,2,4,2
1951,45,0,5,2,6,0,2,2,2,4
1957,56,0,6,3,1,3,2,1,7,2
1958,47,0,7,1,1,2,1,2,1,3
1960,35,0,5,2,1,2,2,2,7,3
1962,36,0,6,3,1,2,2,2,7,1
1964,51,0,1,4,3,5,2,2,7,2
1965,49,9,9,2,1,3,2,2,3,3
1966,35,0,5,2,2,3,2,2,2,4
1967,61,0,1,3,5,1,2,2,7,3
1970,34,0,4,2,1,2,1,2,1,2
1971,48,0,8,2,1,2,1,2,1,3
1973,48,0,8,2,1,2,2,2,1,2
1974,48,0,8,2,6,0,1,2,1,2
1975,49,9,9,3,1,1,2,2,7,2
1978,50,0,0,2,1,3,2,2,2,3
1979,39,9,9,1,1,2,2,2,1,4
1981,36,0,6,2,1,2,1,2,1,4
1982,37,0,7,2,1,2,2,2,3,4
1985,41,0,1,2,1,1,1,2,3,3
1987,29,9,9,2,6,0,1,1,1,1
1991,44,0,4,2,1,2,2,2,1,3
1992,56,0,6,1,1,2,1,2,7,3
1993,28,0,8,3,1,1,2,2,2,3
1994,46,0,6,2,1,2,2,2,2,4
1997,37,0,7,2,1,8,2,2,5,3
1998,62,0,2,2,1,1,1,2,4,4
1999,44,0,4,3,1,4,2,2,7,2
2001,31,0,1,2,1,1,2,2,5,3
2002,50,0,0,2,3,1,2,2,4,3
2004,58,0,8,3,5,1,1,2,7,2
2007,64,0,4,2,2,1,1,2,4,4
2008,27,0,7,3,6,0,2,2,1,4
2009,61,0,1,1,1,2,2,2,7,2
2012,61,0,1,2,1,1,2,2,4,1
2014,45,0,5,4,1,2,2,2,7,2
2015,33,0,3,3,1,1,1,2,1,2
2018,59,9,9,1,1,2,2,2,7,4
2019,56,0,6,3,3,1,1,2,7,4
2020,41,0,1,3,2,3,1,2,7,2
2021,31,0,1,1,1,3,2,2,7,3
2022,51,0,1,1,4,1,1,2,1,3
2023,37,0,7,2,4,6,2,2,7,4
2024,30,0,0,2,6,0,1,2,1,2
2025,59,9,9,2,5,2,2,2,4,3
2026,31,0,1,2,6,0,1,2,1,2
2027,30,0,0,3,6,0,1,2,2,2
2028,30,0,0,2,6,0,2,2,1,2
2032,42,0,2,2,2,3,2,2,3,3
2033,61,0,1,2,1,2,1,2,4,2
2034,42,0,2,3,1,2,2,2,1,4
2038,39,9,9,1,1,2,2,2,1,4
2040,58,0,8,2,2,1,2,2,4,2
2043,34,0,4,1,1,3,2,2,7,2
2047,26,0,6,2,6,2,1,2,7,3
2048,52,0,2,3,3,3,2,2,7,2
2053,25,0,5,1,2,2,1,2,7,1
2056,32,0,2,2,6,0,1,2,7,4
2061,55,0,5,3,1,3,2,2,5,4
2063,53,0,3,3,1,2,1,2,7,3
2064,41,0,1,2,6,2,1,2,1,3
1,52,0,2,2,1,3,2,2,8,4
2,30,0,0,2,1,3,2,2,5,3
3,61,0,1,2,1,2,2,2,4,1
6,40,0,0,1,1,2,2,2,1,1
7,31,0,1,2,1,1,1,2,1,3
8,30,0,0,1,1,3,2,1,7,2
10,46,0,6,4,6,0,1,1,7,1
13,63,0,3,3,5,1,2,2,4,4
15,36,0,6,2,1,2,2,1,1,3
16,62,0,2,1,1,2,2,2,4,4
17,56,0,6,2,1,3,1,2,1,3
18,57,0,7,3,1,2,2,2,4,2
19,64,0,4,2,1,2,2,2,4,4
23,51,0,1,1,1,3,2,1,2,4
25,25,0,5,2,2,0,1,2,6,3
26,58,0,8,1,1,2,2,2,4,3
30,41,0,1,1,1,2,2,2,1,2
31,57,0,7,1,1,2,2,2,4,4
33,32,0,2,2,1,2,1,1,1,2
34,55,0,5,2,1,2,1,2,1,3
36,26,0,6,2,6,0,1,1,1,2
37,56,0,6,2,1,2,1,2,1,3
38,28,0,8,2,2,0,2,2,1,4
40,60,0,0,2,1,2,2,2,4,2
41,53,0,3,4,3,3,2,2,4,3
44,55,0,5,2,1,2,2,2,4,4
45,29,9,9,3,6,0,2,1,1,4
46,44,0,4,3,6,0,2,2,4,1
48,32,0,2,2,1,2,2,1,1,4
52,54,0,4,2,1,2,1,2,7,3
53,32,0,2,2,4,0,2,2,1,3
55,39,9,9,2,1,1,2,2,7,3
56,38,0,8,2,6,0,2,1,1,3
60,59,9,9,2,1,2,2,2,4,3
61,43,0,3,2,1,1,1,2,1,3
62,60,0,0,1,1,3,2,2,5,4
63,30,0,0,2,1,2,1,1,7,3
66,44,0,4,2,1,2,2,2,1,3
67,49,9,9,1,1,3,2,1,5,3
68,42,0,2,1,1,3,2,2,1,4
69,60,0,0,2,1,3,1,2,1,4
70,29,9,9,2,2,0,2,2,1,3
71,41,0,1,2,1,2,2,2,1,3
74,56,0,6,2,1,2,2,2,7,4
75,51,0,1,3,1,2,1,1,4,3
78,38,0,8,2,6,1,2,1,1,3
79,64,0,4,2,1,2,1,2,4,1
80,43,0,3,2,2,2,2,2,1,4
81,57,0,7,1,1,2,1,2,1,3
82,58,0,8,2,1,1,1,2,1,3
84,33,0,3,1,2,1,1,2,1,1
87,27,0,7,2,6,0,1,1,1,3
90,62,0,2,1,1,2,1,2,4,3
91,33,0,3,1,2,6,2,2,8,3
93,38,0,8,2,6,0,1,2,1,3
94,38,0,8,2,2,1,2,2,1,3
97,44,0,4,3,1,3,1,2,4,1
98,39,9,9,2,1,2,2,2,1,4
100,54,0,4,1,1,1,1,2,3,4
101,49,9,9,2,1,1,1,2,1,2
104,39,9,9,2,3,1,1,2,1,4
105,63,0,3,1,1,1,1,2,4,3
106,45,0,5,2,1,2,1,2,1,4
107,30,0,0,2,1,1,1,2,1,3
109,48,0,8,3,1,2,1,2,1,3
110,37,0,7,3,1,4,2,2,5,4
112,31,0,1,1,1,1,1,1,1,3
114,63,0,3,3,1,2,1,2,4,4
115,27,0,7,1,2,1,2,1,7,3
116,52,0,2,1,1,3,1,1,3,4
118,33,0,3,2,2,2,2,2,7,4
119,61,0,1,2,6,1,2,1,4,3
121,31,0,1,1,1,2,2,2,7,3
122,25,0,5,1,4,0,2,1,1,4
123,45,0,5,2,1,2,2,2,1,3
125,58,0,8,2,1,2,2,2,4,4
126,64,0,4,1,1,4,1,1,4,3
127,52,0,2,1,1,2,1,2,7,3
128,48,0,8,3,1,2,2,2,1,3
129,35,0,5,2,6,0,1,1,8,3
131,58,0,8,3,1,0,1,2,4,4
133,56,0,6,2,6,0,1,2,1,3
134,50,0,0,1,1,2,1,2,1,4
135,45,0,5,1,1,2,1,2,1,3
136,32,0,2,2,1,3,2,1,7,3
137,41,0,1,2,1,2,2,2,1,3
140,35,0,5,2,1,2,1,2,1,4
143,61,0,1,2,1,3,2,2,4,3
144,42,0,2,2,4,1,2,2,1,3
145,43,0,3,2,1,2,2,2,1,2
146,26,0,6,2,6,0,2,1,1,4
147,42,0,2,2,1,2,1,2,1,4
149,38,0,8,3,1,2,2,2,7,2
150,37,0,7,1,2,3,2,2,2,4
151,36,0,6,2,4,0,1,2,1,3
153,33,0,3,1,1,2,1,2,1,3
154,49,9,9,2,1,2,2,2,4,3
155,45,0,5,2,1,2,2,2,5,3
156,34,0,4,1,1,2,1,2,1,4
157,38,0,8,1,1,0,2,1,7,3
158,52,0,2,1,1,2,1,1,1,4
161,47,0,7,1,1,1,2,2,5,4
164,47,0,7,2,1,1,2,2,1,4
167,43,0,3,2,1,2,2,2,7,1
170,35,0,5,2,4,0,2,1,1,2
172,50,0,0,1,1,2,2,2,1,1
173,54,0,4,2,1,0,1,1,1,3
174,48,0,8,2,1,2,2,2,1,3
175,33,0,3,2,2,1,1,1,1,4
176,42,0,2,2,1,1,1,1,4,3
179,34,0,4,2,2,2,2,2,1,3
180,31,0,1,2,1,1,2,2,1,4
182,29,9,9,2,1,2,1,2,1,4
183,63,0,3,2,1,3,2,2,4,4
186,55,0,5,2,1,3,2,2,4,3
189,38,0,8,2,4,1,2,1,4,4
190,45,0,5,2,1,2,2,2,1,3
193,32,0,2,1,1,2,2,2,1,3
194,60,0,0,2,5,3,1,2,1,4
195,28,0,8,2,6,0,2,1,7,4
196,52,0,2,3,1,2,2,2,4,3
198,47,0,7,1,1,2,1,2,1,2
199,40,0,0,2,1,1,2,2,1,4
200,52,0,2,2,1,2,1,2,1,1
201,45,0,5,1,1,2,2,2,2,4
202,64,0,4,2,1,1,1,2,4,4
203,30,0,0,1,1,1,1,2,1,1
204,41,0,1,2,6,0,1,2,3,4
206,27,0,7,1,6,0,2,1,1,3
210,31,0,1,1,1,1,1,2,1,4
212,29,9,9,2,6,0,2,1,1,4
213,47,0,7,2,1,2,2,2,7,4
214,64,0,4,2,1,2,2,2,4,3
215,54,0,4,3,1,2,1,2,1,1
216,33,0,3,2,2,2,2,2,1,3
218,41,0,1,2,1,1,2,2,1,3
219,54,0,4,2,1,1,2,2,7,1
220,61,0,1,2,1,2,2,2,4,2
221,59,9,9,2,5,1,2,2,4,4
222,35,0,5,2,6,0,1,1,7,3
225,43,0,3,2,1,3,2,2,1,3
226,33,0,3,2,2,1,2,2,7,3
227,51,0,1,2,1,2,2,2,1,3
228,37,0,7,2,1,1,2,2,7,4
229,52,0,2,2,1,2,1,2,1,3
230,45,0,5,2,1,2,1,2,1,3
231,39,9,9,3,6,1,2,2,1,3
232,35,0,5,1,2,1,1,2,1,4
233,59,9,9,2,2,1,2,2,4,2
234,53,0,3,2,1,2,2,1,4,4
238,48,0,8,3,2,2,2,2,1,4
239,50,0,0,2,2,2,1,2,7,4
240,48,0,8,2,1,2,2,2,1,3
242,51,0,1,2,1,2,2,2,1,4
243,32,0,2,2,6,0,1,1,1,2
245,51,0,1,2,1,2,1,2,3,4
246,59,9,9,2,1,2,1,2,1,3
247,41,0,1,2,2,1,1,2,1,3
248,59,9,9,2,1,2,2,2,4,3
249,52,0,2,1,1,2,2,2,1,3
250,28,0,8,2,2,1,1,2,1,3
252,46,0,6,1,1,2,2,2,1,1
254,38,0,8,3,2,0,1,2,7,4
255,28,0,8,2,6,0,2,1,1,3
256,25,0,5,2,6,0,2,1,6,4
257,46,0,6,2,1,2,2,2,1,3
258,30,0,0,1,1,1,1,2,1,1
259,26,0,6,2,6,0,1,1,1,3
262,42,0,2,2,2,1,1,2,1,4
263,25,0,5,2,4,0,2,1,1,3
264,40,0,0,1,6,1,2,1,1,1
265,50,0,0,3,6,0,1,1,4,4
267,29,9,9,2,6,0,1,1,1,1
268,26,0,6,1,2,1,1,2,1,1
270,50,0,0,2,1,2,1,2,1,3
271,50,0,0,2,2,3,2,2,7,3
273,39,9,9,3,5,1,2,1,7,3
275,38,0,8,2,1,2,2,2,1,3
276,31,0,1,1,6,0,1,1,1,2
277,26,0,6,2,1,2,2,2,1,4
278,38,0,8,2,1,2,1,2,1,4
280,54,0,4,2,1,2,1,2,1,1
281,63,0,3,3,1,3,1,2,4,2
282,33,0,3,2,6,0,2,2,7,2
283,62,0,2,2,1,2,2,2,4,3
284,33,0,3,3,2,1,1,2,1,4
285,40,0,0,2,1,0,1,2,1,2
286,33,0,3,2,1,2,1,2,1,4
289,52,0,2,2,1,2,1,2,1,2
290,43,0,3,4,5,2,2,2,1,3
291,59,9,9,3,1,2,1,2,7,4
294,38,0,8,2,4,1,2,2,7,4
295,26,0,6,2,2,1,2,1,7,4
296,32,0,2,2,1,4,1,2,1,4
297,28,0,8,2,1,0,1,2,1,3
299,41,0,1,2,1,2,1,2,2,3
301,47,0,7,2,6,0,2,1,1,3
303,38,0,8,1,1,2,2,2,3,2
304,52,0,2,2,6,2,2,2,1,3
305,45,0,5,2,1,2,1,2,1,3
306,40,0,0,2,1,2,2,2,1,3
307,50,0,0,1,1,3,1,2,1,3
308,53,0,3,1,1,3,1,2,1,4
310,32,0,2,2,1,2,1,2,1,4
311,50,0,0,2,1,2,1,2,1,3
312,59,9,9,2,1,1,1,2,2,4
313,59,9,9,1,1,2,2,1,4,1
314,26,0,6,2,2,0,2,2,1,3
316,53,0,3,2,1,2,1,2,1,3
318,62,0,2,2,3,2,1,2,1,2
319,46,0,6,2,1,1,1,2,1,3
320,49,9,9,3,1,1,1,2,4,4
321,57,0,7,2,2,2,1,2,1,3
322,64,0,4,2,1,3,2,2,4,3
323,40,0,0,2,1,1,1,1,1,3
325,26,0,6,1,6,0,2,1,6,3
329,39,9,9,3,1,2,1,2,1,2
330,29,9,9,1,2,1,2,1,1,3
332,51,0,1,3,1,3,2,2,1,4
333,53,0,3,3,1,4,1,2,1,2
334,44,0,4,1,1,2,1,2,1,4
335,44,0,4,2,1,2,2,2,1,2
336,41,0,1,3,1,2,2,2,1,4
337,51,0,1,2,1,2,2,2,2,4
338,32,0,2,3,1,1,2,2,1,4
339,62,0,2,1,1,2,2,2,4,1
340,32,0,2,2,6,0,1,1,1,3
343,29,9,9,1,6,0,2,1,1,4
344,41,0,1,3,1,1,2,2,3,3
345,33,0,3,2,1,2,2,2,3,2
346,31,0,1,3,6,0,1,1,7,4
349,25,0,5,2,2,1,2,1,1,3
350,28,0,8,2,2,0,2,1,1,3
351,36,0,6,2,1,1,2,2,4,3
355,35,0,5,2,1,2,1,2,1,3
356,43,0,3,2,1,2,2,2,1,3
357,55,0,5,2,1,2,2,2,4,4
358,51,0,1,2,1,5,1,1,1,2
359,47,0,7,2,1,2,1,1,1,3
360,35,0,5,2,1,2,2,1,1,3
361,53,0,3,2,1,2,1,2,1,4
366,28,0,8,2,2,0,2,2,1,4
367,36,0,6,1,1,2,1,2,1,3
368,35,0,5,2,1,2,2,2,1,4
369,25,0,5,2,2,2,2,2,6,4
371,31,0,1,2,4,0,1,1,1,3
373,51,0,1,3,6,0,1,1,1,3
374,37,0,7,1,2,1,1,2,1,4
375,27,0,7,1,6,0,1,1,1,2
376,27,0,7,2,6,0,1,2,1,4
377,59,9,9,3,1,2,1,2,1,3
378,45,0,5,3,1,2,1,2,4,2
379,40,0,0,2,2,2,1,1,1,3
380,61,0,1,3,1,1,1,2,7,3
382,44,0,4,1,1,2,1,2,1,3
383,36,0,6,1,1,5,2,2,5,3
384,41,0,1,1,1,2,2,2,1,2
385,36,0,6,3,2,2,2,2,1,3
388,37,0,7,2,2,2,2,2,1,3
390,30,0,0,1,6,0,2,1,7,3
392,46,0,6,2,5,2,2,1,1,3
394,41,0,1,1,6,0,1,2,3,4
396,34,0,4,1,2,1,2,2,5,2
399,27,0,7,2,2,0,1,2,1,4
400,43,0,3,2,2,2,1,2,1,3
401,43,0,3,3,6,0,2,1,1,2
402,37,0,7,1,1,2,2,2,1,3
403,27,0,7,2,2,0,1,2,1,3
404,30,0,0,2,2,1,2,1,7,3
405,35,0,5,1,1,2,2,2,1,4
406,25,0,5,2,4,1,2,1,1,3
407,49,9,9,1,1,2,1,2,1,1
408,44,0,4,1,1,2,1,2,3,2
409,55,0,5,2,1,1,2,2,4,3
410,53,0,3,2,2,2,1,2,1,3
411,29,9,9,1,2,1,2,1,1,4
413,57,0,7,3,6,1,2,2,4,3
414,37,0,7,2,1,2,1,2,1,4
415,57,0,7,2,1,2,1,2,1,4
416,42,0,2,1,1,2,2,2,1,3
418,32,0,2,2,2,2,1,2,1,4
419,50,0,0,2,1,3,1,1,1,2
421,39,9,9,2,1,3,1,2,1,2
422,39,9,9,1,1,2,1,2,1,4
424,29,9,9,2,6,0,1,2,1,2
426,59,9,9,2,1,2,2,2,4,4
427,35,0,5,2,1,2,1,2,1,2
428,60,0,0,3,5,2,2,2,4,3
429,58,0,8,2,1,2,1,2,1,3
430,40,0,0,2,1,1,1,2,1,3
432,39,9,9,2,4,0,2,2,1,3
433,37,0,7,2,1,2,2,2,1,3
436,41,0,1,1,1,0,1,2,1,4
437,52,0,2,2,3,2,2,2,4,2
438,54,0,4,2,1,2,1,2,1,1
439,33,0,3,2,2,1,2,2,1,4
440,42,0,2,2,1,1,2,2,1,3
441,54,0,4,2,6,0,1,2,4,3
442,28,0,8,2,6,0,2,2,1,3
443,40,0,0,2,1,2,2,1,1,3
444,54,0,4,3,1,2,1,2,1,4
446,50,0,0,2,1,2,2,2,1,3
447,51,0,1,2,1,2,2,2,4,3
448,41,0,1,2,1,4,2,2,2,4
449,38,0,8,2,1,2,2,2,1,3
450,57,0,7,2,1,1,2,2,4,1
451,50,0,0,2,1,1,2,2,1,2
452,42,0,2,2,1,2,2,2,1,2
453,49,9,9,1,1,3,1,2,1,3
455,49,9,9,4,3,4,2,1,7,4
456,44,0,4,2,1,2,1,2,1,4
457,30,0,0,2,2,1,1,2,1,3
458,34,0,4,1,6,1,1,1,3,4
460,57,0,7,2,1,3,2,2,5,2
461,33,0,3,2,6,0,1,1,1,2
462,51,0,1,1,1,3,2,2,1,2
464,25,0,5,2,2,0,1,2,1,3
466,32,0,2,2,6,0,1,2,1,4
469,41,0,1,2,1,3,2,2,1,4
470,43,0,3,2,3,1,2,2,1,4
471,41,0,1,2,1,2,2,2,1,3
472,37,0,7,2,1,2,1,2,1,3
473,33,0,3,2,1,2,2,2,1,3
474,27,0,7,1,4,0,1,1,7,4
475,42,0,2,2,1,2,1,1,1,1
476,32,0,2,2,2,0,1,2,1,3
477,61,0,1,2,1,3,2,2,4,3
478,39,9,9,2,2,2,2,2,1,3
480,38,0,8,2,1,1,2,2,1,4
